English,Portuguese
"We need to solve the problem of air pollution before we destroy the atmosphere . There ' s lots of clean , modern technology , but companies in developed countries say it ' s expensive . Developing countries put more emphasis on economic development than on environment protection .","Precisamos resolver o problema da poluição atmosférica antes de destruirmos a atmosfera. Há muitas tecnologias limpas e modernas, mas as empresas nos países desenvolvidos dizem que é caro. Os países em desenvolvimento colocam mais ênfase no desenvolvimento económico do que na protecção do ambiente."
"Everyone is looking at the issue in the short term , rather than the long term . It ' s the same with the destruction of the rainforests . Countries and companies just want the wood . They ' re not thinking about the long-term damage to the forests . We should also remember that the forests are an important natural habitat for thousands of species of animal and plant life .","Todos estão a analisar a questão a curto prazo, em vez de a longo prazo. É o mesmo com a destruição das florestas tropicais. Países e empresas só querem a madeira. Eles não estão pensando sobre os danos a longo prazo às florestas. Devemos também lembrar que as florestas são um importante habitat natural para milhares de espécies de vida animal e vegetal."
"In other parts of the world , especially in Africa , there is a problem with desertification . Climate change and over-farming are causing farmland to turn into desert . In means that people cannot grow enough food .","Em outras partes do mundo, especialmente em África, há um problema com a desertificação. As alterações climáticas e a sobrecultura estão a fazer com que as terras agrícolas se transformem em deserto. Significa que as pessoas não podem cultivar alimentos suficientes."
It also means that people sometimes fight over the famp 3land that remains . Damaging the environment actually leads to conflict between people .,Isso também significa que as pessoas às vezes lutam sobre a famp 3land que permanece. Perturbar o ambiente realmente leva a conflitos entre as pessoas.
Have you ever thought about joining an organization committed to protecting the environment ? You could get involved with projects to improve the environment .,Já pensou em se juntar a uma organização comprometida com a protecção do ambiente? Você poderia se envolver com projetos para melhorar o ambiente.
I think I ' d like to do that . I could take the things I learn here back to my country when I have finished my studies .,Acho que gostaria de fazer isso. Eu poderia levar as coisas que eu aprendi aqui de volta para o meu país quando eu terminei meus estudos.
Kathy ! How are you ? It's been ages ! What are you doing these days ?,"- Olá, Kathy. Como está? Já passaram séculos! O que estás a fazer hoje em dia?"
I just opened my own restaurant . I'm also head chef .,Acabei de abrir o meu próprio restaurante. Também sou chefe de cozinha.
You're kidding ! You've always hated cooking !,Está a brincar! Sempre odiaste cozinhar!
"Well , I used to hate cooking , but now I love it .","Bem, eu costumava odiar cozinhar, mas agora eu adoro."
When did you change your mind ?,Quando mudaste de ideias?
"After I tried French food . Before that , I used to cook really boring things for my family .","Depois que eu tentei comida francesa. Antes disso, eu costumava cozinhar coisas muito chatas para a minha família."
"I still can't believe it ! So , did you go to cooking school or something ?","Ainda não acredito! Então, foste à escola de culinária ou algo assim?"
Yeah . I went to California to study .,Sim. Fui para a Califórnia estudar.
Really ? How long did you stay there ?,A sério? Quanto tempo ficaste lá?
I was there between 88 and 90 .,Eu estava lá entre 88 e 90.
And what did you do after that ?,E o que fizeste depois disso?
Then I came back here . I worked for about three years to get some experience .,Depois voltei para cá. Eu trabalhei por cerca de três anos para obter alguma experiência.
"Susan , I am inviting you and Frank to our house warming party this weekend .","Susan, estou a convidar-te a ti e ao Frank para a nossa festa de aquecimento de casa este fim-de-semana."
A house warming party ?,Uma festa de aquecimento de casa?
"Yes , Deborah and I are going to buy a new home in Woodlawn .","Sim, Deborah e eu vamos comprar uma casa nova em Woodlawn."
Congratulations ! That ' s wonderful . I bet both of you are quite happy .,Parabéns! Isso é maravilhoso. Aposto que ambos estão muito felizes.
"Well , we have always dreamed of owning our own home , but real estate 1 in this area is extremely expensive .","Bem, nós sempre sonhamos em possuir nossa própria casa, mas imobiliário 1 nesta área é extremamente caro."
"I understand . That ' s why Christopher and I want to find a place in a small town , far from the city .","Eu compreendo. É por isso que Christopher e eu queremos encontrar um lugar em uma pequena cidade, longe da cidade."
That ' s a good idea if you can find employment nearby .,Isso é uma boa ideia se você pode encontrar emprego nas proximidades.
"I agree . That ' s why Christopher is already looking for a job in Maine , or Wisconsin .","Concordo. É por isso que Christopher já está à procura de um emprego no Maine, ou Wisconsin."
What can I do for you ?,O que posso fazer por si?
I am trying to find this book .,Estou a tentar encontrar este livro.
What ' s the problem ?,Qual é o problema?
It doesn ' t seem like this library has it .,Parece que esta biblioteca não a tem.
Have you checked the computer ?,Já verificou o computador?
I have already .,Já o fiz.
What did it say ?,O que é que dizia?
"It says the book is on the shelf , but I didn ' t find it there .","Diz que o livro está na prateleira, mas eu não o encontrei lá."
I can always borrow the book from another library .,Posso sempre emprestar o livro de outra biblioteca.
You can do that ?,Consegues fazer isso?
I ' ll make the call and contact you when it gets in .,Farei a chamada e contato-te quando chegar.
That ' s fantastic . Thank you .,Isso é fantástico. Obrigado.
ABC Rent-a-Car . May I help you ?,ABC Alugar-um-Carro. Posso ajudá-lo?
I would like to rent a car . What kind of car do you have ?,Gostaria de alugar um carro. Que tipo de carro tens?
"We have Volkswagen , Pinto , Plymouth and Datsun .","Temos Volkswagen, Pinto, Plymouth e Datsun."
What is the rate ?,Qual é a taxa?
"Twenty dollars per day for Volkswagen , Pinto and Datsun , and twenty-seven dollars for Plymouth .","Vinte dólares por dia para Volkswagen, Pinto e Datsun, e vinte e sete dólares para Plymouth."
How about mileage and gas ?,Que tal quilometragem e gás?
There is no charge for mileage . And fill up the gas when you return the car to us as it is not included .,Não há nenhum custo para a quilometragem. E encher o gás quando você devolver o carro para nós como não está incluído.
OK . I'll try a Pinto . I want to rent a car for one week .,Está bem. Vou tentar um Pinto. Quero alugar um carro por uma semana.
"All right , sir . May I have your driver's license ?","Muito bem, senhor. Pode dar-me a carta de condução?"
Here you are .,Aqui está.
Would you be willing to accompany me to the party tonight ?,Estaria disposto a acompanhar-me à festa esta noite?
"Sure , I'd love to .","Claro, eu adoraria."
Which film shall we see ?,Que filme vamos ver?
There is nothing good at the moment . Let ' s do something different . Would you like to go to a concert ?,Não há nada de bom no momento. Vamos fazer algo diferente. Queres ir a um concerto?
"Yes , I'd love to . Here is a good one , Mozart and Beethoven . It ' s on the Festival Hall .","Sim, eu adoraria. Aqui está um bom, Mozart e Beethoven. Está no salão do Festival."
Fine ! Do you want anything to eat now ?,Está bem! Quer comer alguma coisa agora?
"No , I'm not hungry .","Não, não tenho fome."
"Well , let's go and have something to drink instead . I know a good place . It's a little expensive , but it's fun .","Bem, vamos beber algo em vez disso. Conheço um bom lugar. É um pouco caro, mas é divertido."
"Spring Festival is the most important festival in China , isn't it ?","O Festival da Primavera é o festival mais importante da China, não é?"
"Yes , that's true .","Sim, é verdade."
How long is the holiday ?,Quanto tempo dura o feriado?
It depends . But usually it's about 15 days .,Depende. Mas geralmente são cerca de 15 dias.
Do you eat any special food for the festival ?,Você come alguma comida especial para o festival?
"Yes , dumpling is a must . There is also other food . For example , people eat chicken for good luck .","Sim, bolinhos é um must. Há também outros alimentos. Por exemplo, as pessoas comem frango para boa sorte."
"That's interesting . I'm told the Chinese firework is very beautiful , isn't it ?","Isso é interessante. Disseram-me que o fogo-de-artifício chinês é muito bonito, não é?"
"Yes , it's really wonderful !","Sim, é realmente maravilhoso!"
"Oh , great ! I hope I can spend this Spring Festival with you here in Beijing .",Óptimo! Espero poder passar este Festival de Primavera com você aqui em Pequim.
I'm sure you'll have a good time .,Tenho a certeza que te vais divertir.
I'm really sick of waiting for a bus .,Estou farto de esperar um autocarro.
Yeah . Especially when you have something urgent to do .,Sim. Especialmente quando você tem algo urgente para fazer.
But a taxi costs too much .,Mas um táxi custa muito.
That's true .,É verdade.
"I feel absolutely horrible . My temperature is 41 degrees Celsius , and I've got a headache and a runny nose .","Sinto-me absolutamente horrível. Minha temperatura é 41 graus Celsius, e eu tenho uma dor de cabeça e um escorregamento do nariz."
do you have any other symptoms ?,Tem outros sintomas?
I've also got a terrible stomach-ache . Is my face still swollen ?,Também tenho uma dor de estômago terrível. A minha cara ainda está inchada?
